1,date,section,metric,condition,notes,source,id
874.0,2025-03-20,B2S7,basin weeds,partial,,Original,
876.0,2025-03-20,B2S7,soil moisture,pass,,Original,
877.0,2025-03-20,B2S7,pipes,pass,,Original,
878.0,2025-03-20,B2S7,drippers,pass,,Original,
879.0,2025-03-20,B2S7,staking,pass,,Original,
880.0,2025-03-20,B2S7,leaf colour,pass,,Original,
881.0,2025-03-20,B2S7,plant growth,pass,,Original,
882.0,2025-03-20,B2S7,pipes,pass,,Original,
875.0,2025-03-20,B2S7,mowing,partial,incomplete,Original,
885.0,2025-03-20,B2S7,soil nutrients,pass,,Original,
883.0,2025-03-20,B2S7,dead plants,pass,,Original,
894.0,2025-03-20,B2S6,mowing,pass,,Original,
893.0,2025-03-20,B2S6,inrows,pass,,Original,
891.0,2025-03-20,B2S6,basin formation,pass,,Original,
892.0,2025-03-20,B2S6,basin weeds,fail,,Original,
896.0,2025-03-20,B2S6,soil nutrients,pass,,Original,
871.0,2025-03-20,B2S7,insect pests,partial,3 nymphs and some eggs of green veg bugs found,Original,
887.0,2025-03-20,B2S7,inrows,fail,,Original,
886.0,2025-03-20,B2S7,pruning,pass,,Original,
890.0,2025-03-20,B2S6,diseases,pass,,Original,
944.0,2025-03-21,B2S1B,diseases,pass,,Original,
950.0,2025-03-21,B2S1B,pipes,pass,,Original,
945.0,2025-03-21,B2S1B,basin formation,pass,,Original,
946.0,2025-03-21,B2S1B,basin weeds,pass,,Original,
947.0,2025-03-21,B2S1B,inrows,pass,,Original,
949.0,2025-03-21,B2S1B,soil moisture,pass,,Original,
951.0,2025-03-21,B2S1B,pipes,pass,,Original,
956.0,2025-03-21,B2S1B,dead plants,pass,,Original,
953.0,2025-03-21,B2S1B,staking,pass,,Original,
954.0,2025-03-21,B2S1B,pruning,pass,,Original,
955.0,2025-03-21,B2S1B,plant growth,pass,,Original,
958.0,2025-03-21,B2S1B,leaf colour,pass,,Original,
959.0,2025-03-21,B2S1B,health status,pass,,Original,
943.0,2025-03-21,B2S1B,insect pests,fail,nymhals of green veg bug found [4],Original,
952.0,2025-03-21,B2S1B,drippers,pass,,Original,
940.0,2025-03-21,B2S1A,dead plants,pass,,Original,
942.0,2025-03-21,B2S1A,health status,pass,,Original,
918.0,2025-03-21,B2S8,pipes,partial,,Original,
908.0,2025-03-21,B2S8,insect pests,pass,,Original,
909.0,2025-03-21,B2S8,diseases,pass,,Original,
910.0,2025-03-21,B2S8,basin formation,pass,,Original,
911.0,2025-03-21,B2S8,basin weeds,fail,,Original,
912.0,2025-03-21,B2S8,inrows,pass,,Original,
913.0,2025-03-21,B2S8,mowing,fail,,Original,
914.0,2025-03-21,B2S8,soil moisture,pass,,Original,
915.0,2025-03-21,B2S8,soil nutrients,pass,,Original,
916.0,2025-03-21,B2S8,leaf colour,partial,,Original,
917.0,2025-03-21,B2S8,pipes,pass,,Original,
939.0,2025-03-21,B2S1A,staking,pass,,Original,
919.0,2025-03-21,B2S8,drippers,pass,,Original,
920.0,2025-03-21,B2S8,dead plants,partial,,Original,
922.0,2025-03-21,B2S8,pruning,pass,,Original,
921.0,2025-03-21,B2S8,plant growth,pass,,Original,
925.0,2025-03-21,B2S8,health status,pass,,Original,
938.0,2025-03-21,B2S1A,pruning,pass,,Original,
937.0,2025-03-21,B2S1A,drippers,pass,,Original,
936.0,2025-03-21,B2S1A,pipes,pass,,Original,
935.0,2025-03-21,B2S1A,pipes,pass,,Original,
934.0,2025-03-21,B2S1A,plant growth,pass,,Original,
923.0,2025-03-21,B2S8,staking,pass,,Original,
932.0,2025-03-21,B2S1A,soil nutrients,pass,,Original,
933.0,2025-03-21,B2S1A,leaf colour,pass,,Original,
930.0,2025-03-21,B2S1A,mowing,pass,,Original,
929.0,2025-03-21,B2S1A,basin weeds,fail,,Original,
928.0,2025-03-21,B2S1A,basin formation,pass,,Original,
927.0,2025-03-21,B2S1A,diseases,pass,,Original,
926.0,2025-03-21,B2S1A,insect pests,fail,some green veg bug nymhs found,Original,
931.0,2025-03-21,B2S1A,soil moisture,pass,,Original,
,2025-03-22,B2S2,Harvest,pass,Good condition maintained - 7 plants affected,Sample,114.0
,2025-03-23,B2S4,Weather,pass,Favorable conditions,Sample,185.0
989.0,2025-03-24,B2S5,plant growth,pass,,Original,
990.0,2025-03-24,B2S5,leaf colour,pass,,Original,
987.0,2025-03-24,B2S5,staking,pass,,Original,
993.0,2025-03-24,B2S5,health status,partial,due to stem canker and color rot,Original,
,2025-03-24,B2S8,diseases,partial,Minor infection - East section,Sample,163.0
,2025-03-24,B2S1B,basin weeds,partial,Moderate condition - Low priority,Sample,127.0
991.0,2025-03-24,B2S5,dead plants,partial,,Original,
986.0,2025-03-24,B2S5,drippers,pass,,Original,
988.0,2025-03-24,B2S5,pruning,pass,,Original,
984.0,2025-03-24,B2S5,pipes,pass,,Original,
961.0,2025-03-24,B2S3,diseases,partial,stem canker and wounds,Original,
962.0,2025-03-24,B2S3,basin formation,pass,,Original,
985.0,2025-03-24,B2S5,pipes,pass,,Original,
963.0,2025-03-24,B2S3,basin weeds,fail,,Original,
964.0,2025-03-24,B2S3,inrows,partial,grass regrowth,Original,
965.0,2025-03-24,B2S3,mowing,pass,,Original,
966.0,2025-03-24,B2S3,soil moisture,pass,,Original,
960.0,2025-03-24,B2S3,insect pests,pass,,Original,
967.0,2025-03-24,B2S3,pipes,pass,,Original,
969.0,2025-03-24,B2S3,drippers,pass,,Original,
970.0,2025-03-24,B2S3,staking,pass,,Original,
971.0,2025-03-24,B2S3,pruning,pass,,Original,
972.0,2025-03-24,B2S3,plant growth,pass,,Original,
973.0,2025-03-24,B2S3,leaf colour,pass,,Original,
978.0,2025-03-24,B2S5,diseases,partial,there is a soil borne diseases which lead to death of big trees.,Original,
977.0,2025-03-24,B2S5,insect pests,pass,,Original,
968.0,2025-03-24,B2S3,pipes,partial,,Original,
974.0,2025-03-24,B2S3,dead plants,pass,,Original,
976.0,2025-03-24,B2S3,health status,partial,stem canker to be prevented with PVA and Copper,Original,
983.0,2025-03-24,B2S5,soil moisture,pass,,Original,
982.0,2025-03-24,B2S5,mowing,pass,,Original,
981.0,2025-03-24,B2S5,inrows,pass,,Original,
980.0,2025-03-24,B2S5,basin weeds,fail,,Original,
979.0,2025-03-24,B2S5,basin formation,pass,,Original,
1008.0,2025-03-25,B2S2,dead plants,pass,,Original,
1002.0,2025-03-25,B2S2,pipes,partial,,Original,
1001.0,2025-03-25,B2S2,pipes,pass,,Original,
1000.0,2025-03-25,B2S2,inrows,fail,,Original,
,2025-03-25,B1S2,leaf colour,partial,Some areas need attention,Sample,39.0
999.0,2025-03-25,B2S2,soil moisture,pass,,Original,
997.0,2025-03-25,B2S2,basin weeds,fail,,Original,
,2025-03-25,B2S3,plant growth,fail,Immediate action required,Sample,14.0
1003.0,2025-03-25,B2S2,drippers,pass,,Original,
996.0,2025-03-25,B2S2,basin formation,pass,hoes shoe basin was done,Original,
995.0,2025-03-25,B2S2,diseases,pass,,Original,
994.0,2025-03-25,B2S2,insect pests,pass,,Original,
998.0,2025-03-25,B2S2,mowing,fail,,Original,
1004.0,2025-03-25,B2S2,staking,pass,,Original,
1005.0,2025-03-25,B2S2,pruning,pass,,Original,
1027.0,2025-03-25,B2S4,health status,pass,the applied compost manure and fertilizers helps a lot to improve,Original,
1009.0,2025-03-25,B2S2,health status,pass,most of the plants have a magnificant rejuvination in a healthy look,Original,
1010.0,2025-03-25,B2S4,insect pests,pass,,Original,
1011.0,2025-03-25,B2S4,diseases,pass,,Original,
1012.0,2025-03-25,B2S4,basin formation,pass,,Original,
1013.0,2025-03-25,B2S4,basin weeds,fail,,Original,
1014.0,2025-03-25,B2S4,mowing,partial,grass regrowth,Original,
1015.0,2025-03-25,B2S4,soil moisture,pass,,Original,
1016.0,2025-03-25,B2S4,inrows,fail,,Original,
1006.0,2025-03-25,B2S2,plant growth,pass,,Original,
1018.0,2025-03-25,B2S4,pipes,pass,,Original,
1019.0,2025-03-25,B2S4,drippers,pass,,Original,
1020.0,2025-03-25,B2S4,staking,pass,,Original,
1021.0,2025-03-25,B2S4,pruning,pass,,Original,
1022.0,2025-03-25,B2S4,plant growth,pass,,Original,
1023.0,2025-03-25,B2S4,leaf colour,pass,,Original,
1024.0,2025-03-25,B2S4,dead plants,pass,,Original,
1025.0,2025-03-25,B2S4,destumping,partial,inprogress Excavator,Original,
1007.0,2025-03-25,B2S2,leaf colour,pass,,Original,
1017.0,2025-03-25,B2S4,pipes,pass,,Original,
,2025-03-26,B2S1B,Weather,fail,Weather damage,Sample,58.0
,2025-03-26,B2S2,Disease,pass,No disease detected,Sample,81.0
1047.0,2025-03-27,B1S1,soil nutrients,partial,,Original,
,2025-03-27,B2S1A,soil nutrients,pass,Optimal conditions,Sample,32.0
,2025-03-27,B2S6,moisture,partial,Partial irrigation,Sample,154.0
1030.0,2025-03-27,B1S1,pests,partial,,Original,
1031.0,2025-03-27,B1S1,diseases,fail,,Original,
1032.0,2025-03-27,B1S1,basin formation,pass,,Original,
1034.0,2025-03-27,B1S1,mowing,pass,,Original,
1036.0,2025-03-27,B1S1,pipes,pass,,Original,
1035.0,2025-03-27,B1S1,soil moisture,pass,,Original,
1038.0,2025-03-27,B1S1,drippers,pass,,Original,
1039.0,2025-03-27,B1S1,staking,pass,,Original,
1040.0,2025-03-27,B1S1,pruning,pass,,Original,
1041.0,2025-03-27,B1S1,plant growth,pass,,Original,
1042.0,2025-03-27,B1S1,leaf colour,pass,,Original,
1043.0,2025-03-27,B1S1,dead plants,pass,,Original,
1045.0,2025-03-27,B1S1,inrows,pass,,Original,
1046.0,2025-03-27,B1S1,health status,partial,,Original,
1037.0,2025-03-27,B1S1,pipes,pass,,Original,
1033.0,2025-03-27,B1S1,basin weeds,pass,,Original,
,2025-03-28,B2S6,contours,partial,Some areas need attention,Sample,162.0
,2025-03-29,B2S1B,nutsetting,partial,Requires monitoring,Sample,30.0
,2025-03-30,B2S7,basins,pass,Optimal conditions,Sample,131.0
,2025-03-31,B1S1,pruning,pass,Standards met,Sample,61.0
1063.0,2025-04-01,B1S1,dead plants,pass,,Original,
1084.0,2025-04-01,B1S2,health status,pass,,Original,
1083.0,2025-04-01,B1S2,soil nutrients,pass,,Original,
1051.0,2025-04-01,B1S1,basin formation,pass,,Original,
1080.0,2025-04-01,B1S2,leaf colour,pass,,Original,
1052.0,2025-04-01,B1S1,basin weeds,pass,,Original,
1053.0,2025-04-01,B1S1,mowing,pass,grass regrowth,Original,
1054.0,2025-04-01,B1S1,soil moisture,partial,,Original,
1055.0,2025-04-01,B1S1,pipes,pass,,Original,
1056.0,2025-04-01,B1S1,pipes,pass,,Original,
1057.0,2025-04-01,B1S1,drippers,pass,,Original,
1081.0,2025-04-01,B1S2,dead plants,pass,,Original,
1058.0,2025-04-01,B1S1,staking,pass,,Original,
1059.0,2025-04-01,B1S1,pruning,pass,,Original,
1060.0,2025-04-01,B1S1,plant growth,pass,,Original,
1061.0,2025-04-01,B1S1,leaf colour,partial,those leaves with brownish problem not yet recovered,Original,
1062.0,2025-04-01,B1S1,inrows,pass,,Original,
1050.0,2025-04-01,B1S1,diseases,fail,,Original,
1065.0,2025-04-01,B1S1,health status,partial,,Original,
1067.0,2025-04-01,B1S2,insect pests,pass,,Original,
1068.0,2025-04-01,B1S2,diseases,pass,,Original,
1069.0,2025-04-01,B1S2,basin formation,pass,,Original,
1070.0,2025-04-01,B1S2,basin weeds,pass,,Original,
1071.0,2025-04-01,B1S2,mowing,pass,,Original,
1072.0,2025-04-01,B1S2,inrows,pass,,Original,
1073.0,2025-04-01,B1S2,soil moisture,partial,,Original,
1074.0,2025-04-01,B1S2,pipes,pass,,Original,
1075.0,2025-04-01,B1S2,pipes,pass,,Original,
1076.0,2025-04-01,B1S2,drippers,pass,,Original,
1077.0,2025-04-01,B1S2,staking,pass,1 plant to be staked,Original,
1078.0,2025-04-01,B1S2,pruning,pass,,Original,
1066.0,2025-04-01,B1S1,soil nutrients,partial,,Original,
1049.0,2025-04-01,B1S1,insect pests,fail,some green vegetable bugs [5 adults] found within the orchard,Original,
1079.0,2025-04-01,B1S2,plant growth,pass,,Original,
1115.0,2025-04-02,B2S5,dead plants,fail,,Original,
1113.0,2025-04-02,B2S5,staking,pass,,Original,
1112.0,2025-04-02,B2S5,soil nutrients,fail,,Original,
1111.0,2025-04-02,B2S5,plant growth,pass,,Original,
1110.0,2025-04-02,B2S5,leaf colour,pass,,Original,
1109.0,2025-04-02,B2S5,soil moisture,partial,,Original,
1108.0,2025-04-02,B2S5,mowing,partial,extension portion need action,Original,
1107.0,2025-04-02,B2S5,inrows,pass,,Original,
1106.0,2025-04-02,B2S5,basin weeds,fail,,Original,
1105.0,2025-04-02,B2S5,basin formation,pass,,Original,
1097.0,2025-04-02,B2S7,plant growth,pass,,Original,
1104.0,2025-04-02,B2S5,diseases,fail,a soil borne disease which lead to the death of big trees,Original,
1103.0,2025-04-02,B2S5,insect pests,pass,,Original,
1114.0,2025-04-02,B2S5,pruning,pass,,Original,
1101.0,2025-04-02,B2S7,soil nutrients,pass,,Original,
1099.0,2025-04-02,B2S7,dead plants,pass,,Original,
543.0,2025-04-02,B2S8,diseases,pass,,Original,
1098.0,2025-04-02,B2S7,leaf colour,pass,,Original,
1096.0,2025-04-02,B2S7,pruning,pass,,Original,
1094.0,2025-04-02,B2S7,drippers,pass,,Original,
1089.0,2025-04-02,B2S7,mowing,pass,,Original,
1090.0,2025-04-02,B2S7,inrows,pass,,Original,
1091.0,2025-04-02,B2S7,soil moisture,partial,,Original,
549.0,2025-04-02,B2S8,dead plants,pass,[1],Original,
550.0,2025-04-02,B2S8,health status,pass,,Original,
547.0,2025-04-02,B2S8,inaccessibles,pass,,Original,
1088.0,2025-04-02,B2S7,basin weeds,fail,,Original,
1087.0,2025-04-02,B2S7,basin formation,pass,,Original,
546.0,2025-04-02,B2S8,mowing,pass,,Original,
545.0,2025-04-02,B2S8,inrows,pass,,Original,
1092.0,2025-04-02,B2S7,pipes,pass,,Original,
1093.0,2025-04-02,B2S7,pipes,pass,,Original,
1086.0,2025-04-02,B2S7,diseases,partial,stem canker /trunk wounds found on plants,Original,
1085.0,2025-04-02,B2S7,insect pests,pass,2 nymphals of green vegetable bug found,Original,
544.0,2025-04-02,B2S8,basin weeds,pass,,Original,
1095.0,2025-04-02,B2S7,staking,pass,,Original,
542.0,2025-04-02,B2S8,Insect pests,pass,,Original,
1102.0,2025-04-02,B2S7,health status,partial,action on stem canker should be done,Original,
548.0,2025-04-02,B2S8,moisture,partial,,Original,
1116.0,2025-04-02,B2S5,pipes,pass,,Original,
1117.0,2025-04-02,B2S5,pipes,pass,,Original,
1118.0,2025-04-02,B2S5,drippers,pass,,Original,
1120.0,2025-04-02,B2S5,health status,partial,,Original,
,2025-04-03,B1S2,drippers,partial,Partial completion - 88% severity,Sample,158.0
,2025-04-03,B2S1A,flowering,partial,In progress,Sample,28.0
1138.0,2025-04-03,B2S1A,health status,pass,,Original,
1137.0,2025-04-03,B2S1A,plant growth,pass,,Original,
1136.0,2025-04-03,B2S1A,drippers,pass,,Original,
1135.0,2025-04-03,B2S1A,pipes,pass,,Original,
1134.0,2025-04-03,B2S1A,pipes,pass,,Original,
1132.0,2025-04-03,B2S1A,staking,pass,,Original,
1131.0,2025-04-03,B2S1A,pruning,pass,,Original,
1128.0,2025-04-03,B2S1A,soil nutrients,pass,,Original,
1129.0,2025-04-03,B2S1A,dead plants,pass,,Original,
,2025-04-03,B2S1A,remaining nuts,fail,Urgent action required,Sample,92.0
1127.0,2025-04-03,B2S1A,soil moisture,partial,,Original,
1126.0,2025-04-03,B2S1A,mowing,pass,grass regrowth,Original,
1125.0,2025-04-03,B2S1A,inrows,pass,,Original,
1124.0,2025-04-03,B2S1A,basin weeds,fail,,Original,
1123.0,2025-04-03,B2S1A,basin formation,pass,,Original,
1122.0,2025-04-03,B2S1A,diseases,pass,,Original,
1121.0,2025-04-03,B2S1A,insect pests,pass,,Original,
1130.0,2025-04-03,B2S1A,leaf colour,pass,,Original,
1155.0,2025-04-03,B2S1B,health status,pass,,Original,
1139.0,2025-04-03,B2S1B,insect pests,pass,,Original,
1145.0,2025-04-03,B2S1B,soil moisture,partial,,Original,
1153.0,2025-04-03,B2S1B,drippers,pass,,Original,
1140.0,2025-04-03,B2S1B,diseases,pass,,Original,
1141.0,2025-04-03,B2S1B,basin formation,pass,,Original,
1152.0,2025-04-03,B2S1B,pipes,pass,,Original,
1142.0,2025-04-03,B2S1B,basin weeds,partial,some basins still clean,Original,
1143.0,2025-04-03,B2S1B,mowing,pass,slashing was done,Original,
1144.0,2025-04-03,B2S1B,inrows,pass,,Original,
1151.0,2025-04-03,B2S1B,pipes,pass,,Original,
1150.0,2025-04-03,B2S1B,staking,pass,,Original,
1149.0,2025-04-03,B2S1B,pruning,pass,,Original,
1148.0,2025-04-03,B2S1B,soil nutrients,pass,,Original,
1146.0,2025-04-03,B2S1B,leaf colour,pass,,Original,
1147.0,2025-04-03,B2S1B,plant growth,pass,,Original,
,2025-04-04,B2S8,Pest,pass,No pest activity,Sample,175.0
,2025-04-05,B1S2,basins,partial,Some improvement needed - 100% severity,Sample,96.0
,2025-04-05,B2S5,basin formation,pass,Optimal conditions,Sample,200.0
,2025-04-06,B2S2,inrows,pass,All systems operating normally - 46% area coverage,Sample,19.0
,2025-04-07,B2S3,nutdrop,pass,All systems operating normally,Sample,34.0
,2025-04-07,B2S1B,bud break,partial,Requires monitoring,Sample,69.0
,2025-04-07,B1S1,staking,pass,Excellent performance,Sample,17.0
,2025-04-07,B2S5,Insect pests,pass,Pest control effective,Sample,97.0
,2025-04-08,B1S2,pests,partial,Moderate condition - Morning inspection,Sample,108.0
,2025-04-09,B2S1B,Harvest,pass,No intervention needed,Sample,186.0
,2025-04-12,B2S6,leaf colour,pass,No intervention needed - 68% severity,Sample,84.0
,2025-04-12,B2S1B,Soil Moisture,pass,Standards met,Sample,15.0
,2025-04-12,B2S3,pests,partial,Some areas need attention - North section,Sample,181.0
,2025-04-12,B2S4,contours,fail,Critical issues detected,Sample,23.0
,2025-04-14,B2S6,staking,partial,Partial completion,Sample,57.0
,2025-04-14,B2S1B,diseases,pass,Healthy plants,Sample,161.0
,2025-04-14,B2S5,bud break,partial,Some areas need attention - 20% area coverage,Sample,125.0
,2025-04-15,B2S7,moisture,pass,Good soil moisture,Sample,59.0
,2025-04-15,B2S8,moisture,partial,Some areas dry,Sample,65.0
,2025-04-17,B1S2,basin weeds,pass,Standards met - High priority,Sample,67.0
,2025-04-17,B2S6,Soil Moisture,pass,Excellent performance,Sample,86.0
,2025-04-18,B2S1A,Weather,partial,Variable weather,Sample,22.0
,2025-04-19,B2S6,diseases,pass,Healthy plants,Sample,122.0
,2025-04-19,B2S8,Harvest,pass,All systems operating normally - 21% severity,Sample,110.0
,2025-04-20,B2S2,Harvest,partial,Minor issues detected,Sample,100.0
,2025-04-20,B1S2,Dead Plant,pass,No issues detected,Sample,83.0
,2025-04-21,B1S1,inaccessibles,pass,All systems operating normally - North section,Sample,147.0
1167.0,2025-04-23,B1S1,pipes,pass,,Original,
1173.0,2025-04-23,B1S1,leaf colour,pass,,Original,
1172.0,2025-04-23,B1S1,staking,pass,,Original,
1171.0,2025-04-23,B1S1,pruning,pass,,Original,
1169.0,2025-04-23,B1S1,plant growth,pass,,Original,
1168.0,2025-04-23,B1S1,drippers,pass,,Original,
1166.0,2025-04-23,B1S1,pipes,pass,,Original,
1159.0,2025-04-23,B1S1,basin weeds,pass,,Original,
1164.0,2025-04-23,B1S1,soil nutrients,pass,,Original,
1163.0,2025-04-23,B1S1,soil moisture,pass,,Original,
1162.0,2025-04-23,B1S1,mowing,pass,very smart,Original,
1161.0,2025-04-23,B1S1,inrows,pass,due to herbiciding,Original,
1160.0,2025-04-23,B1S1,basin formation,pass,,Original,
1174.0,2025-04-23,B1S1,contours,fail,to be slashed for smart,Original,
1158.0,2025-04-23,B1S1,diseases,pass,,Original,
1157.0,2025-04-23,B1S1,insect pests,fail,5 green vegetable bugs adults and some nymphals found,Original,
1165.0,2025-04-23,B1S1,dead plants,pass,,Original,
1175.0,2025-04-23,B1S1,health status,pass,,Original,
1182.0,2025-04-23,B1S2,soil moisture,pass,,Original,
1177.0,2025-04-23,B1S2,diseases,pass,,Original,
1194.0,2025-04-23,B1S2,health status,pass,,Original,
1193.0,2025-04-23,B1S2,contours,fail,,Original,
1190.0,2025-04-23,B1S2,staking,pass,,Original,
1189.0,2025-04-23,B1S2,drippers,pass,,Original,
,2025-04-23,B1S1,Harvest,partial,Partial completion,Sample,178.0
,2025-04-23,B2S1B,basins,pass,Good condition maintained,Sample,112.0
1188.0,2025-04-23,B1S2,pipes,pass,,Original,
1176.0,2025-04-23,B1S2,insect pests,fail,2green vegetable bug adults and some nymphs found,Original,
1187.0,2025-04-23,B1S2,pipes,pass,,Original,
1185.0,2025-04-23,B1S2,plant growth,pass,,Original,
1184.0,2025-04-23,B1S2,dead plants,pass,,Original,
1183.0,2025-04-23,B1S2,soil nutrients,pass,,Original,
1181.0,2025-04-23,B1S2,mowing,pass,,Original,
1180.0,2025-04-23,B1S2,inrows,pass,,Original,
1179.0,2025-04-23,B1S2,basin formation,pass,,Original,
1178.0,2025-04-23,B1S2,basin weeds,pass,,Original,
1186.0,2025-04-23,B1S2,leaf colour,pass,,Original,
1191.0,2025-04-23,B1S2,pruning,pass,,Original,
1210.0,2025-04-24,B2S7,drippers,pass,,Original,
,2025-04-24,B2S3,Disease,pass,Healthy crop,Sample,111.0
1196.0,2025-04-24,B2S7,diseases,pass,,Original,
1197.0,2025-04-24,B2S7,basin weeds,pass,,Original,
1198.0,2025-04-24,B2S7,basin formation,pass,,Original,
1199.0,2025-04-24,B2S7,mowing,pass,grass recoveries,Original,
1200.0,2025-04-24,B2S7,inrows,pass,,Original,
1201.0,2025-04-24,B2S7,soil moisture,pass,,Original,
1202.0,2025-04-24,B2S7,soil nutrients,pass,,Original,
1203.0,2025-04-24,B2S7,plant growth,pass,,Original,
1204.0,2025-04-24,B2S7,leaf colour,pass,,Original,
1205.0,2025-04-24,B2S7,dead plants,pass,,Original,
1206.0,2025-04-24,B2S7,pruning,pass,,Original,
1207.0,2025-04-24,B2S7,staking,pass,,Original,
1208.0,2025-04-24,B2S7,pipes,pass,,Original,
1209.0,2025-04-24,B2S7,pipes,pass,,Original,
1212.0,2025-04-24,B2S7,health status,pass,,Original,
1213.0,2025-04-24,B2S6,insect pests,fail,"felted coccid affects most of the plants ,green vegetable bugs nymphs [10]",Original,
1222.0,2025-04-24,B2S6,leaf colour,pass,,Original,
1230.0,2025-04-24,B2S6,health status,pass,,Original,
1228.0,2025-04-24,B2S6,drippers,partial,,Original,
1227.0,2025-04-24,B2S6,pipes,pass,,Original,
1226.0,2025-04-24,B2S6,pipes,pass,,Original,
1225.0,2025-04-24,B2S6,staking,pass,,Original,
1224.0,2025-04-24,B2S6,pruning,pass,,Original,
1223.0,2025-04-24,B2S6,dead plants,pass,,Original,
1195.0,2025-04-24,B2S7,insect pests,partial,some green vegetable bugs nymphals and 7 plants with felted coccid on few nuts,Original,
1221.0,2025-04-24,B2S6,plant growth,pass,,Original,
1220.0,2025-04-24,B2S6,soil nutrients,pass,,Original,
1219.0,2025-04-24,B2S6,soil moisture,pass,,Original,
1218.0,2025-04-24,B2S6,mowing,partial,grass regrowth,Original,
1217.0,2025-04-24,B2S6,inrows,partial,,Original,
1216.0,2025-04-24,B2S6,basin formation,pass,,Original,
1215.0,2025-04-24,B2S6,basin weeds,partial,,Original,
1214.0,2025-04-24,B2S6,diseases,pass,,Original,
,2025-04-25,B1S1,bud break,pass,Optimal conditions,Sample,44.0
1253.0,2025-04-25,B2S1B,mowing,pass,,Original,
1257.0,2025-04-25,B2S1B,plant growth,pass,,Original,
1261.0,2025-04-25,B2S1B,staking,pass,,Original,
1260.0,2025-04-25,B2S1B,pruning,pass,,Original,
1259.0,2025-04-25,B2S1B,dead plants,pass,,Original,
1258.0,2025-04-25,B2S1B,leaf colour,pass,,Original,
1264.0,2025-04-25,B2S1B,drippers,pass,,Original,
1256.0,2025-04-25,B2S1B,soil moisture,pass,,Original,
1255.0,2025-04-25,B2S1B,soil nutrients,pass,,Original,
1254.0,2025-04-25,B2S1B,inrows,partial,,Original,
1252.0,2025-04-25,B2S1B,basin formation,pass,,Original,
1251.0,2025-04-25,B2S1B,basin weeds,partial,,Original,
1250.0,2025-04-25,B2S1B,diseases,pass,,Original,
1249.0,2025-04-25,B2S1B,insect pests,pass,,Original,
1248.0,2025-04-25,B2S1A,health status,pass,,Original,
1246.0,2025-04-25,B2S1A,drippers,pass,,Original,
1263.0,2025-04-25,B2S1B,pipes,pass,,Original,
1245.0,2025-04-25,B2S1A,pipes,pass,,Original,
1243.0,2025-04-25,B2S1A,staking,pass,,Original,
1242.0,2025-04-25,B2S1A,pruning,pass,,Original,
1241.0,2025-04-25,B2S1A,dead plants,pass,,Original,
1240.0,2025-04-25,B2S1A,leaf colour,pass,,Original,
1239.0,2025-04-25,B2S1A,plant growth,pass,,Original,
1238.0,2025-04-25,B2S1A,soil nutrients,pass,,Original,
1237.0,2025-04-25,B2S1A,soil moisture,pass,,Original,
1236.0,2025-04-25,B2S1A,mowing,pass,,Original,
1235.0,2025-04-25,B2S1A,inrows,pass,was herbicided on 23/04/25,Original,
1234.0,2025-04-25,B2S1A,basin formation,pass,,Original,
1233.0,2025-04-25,B2S1A,basin weeds,partial,,Original,
1232.0,2025-04-25,B2S1A,diseases,pass,,Original,
1231.0,2025-04-25,B2S1A,insect pests,partial,green vegetable bug nymphals [4] and 1 nut borer moth.,Original,
1266.0,2025-04-25,B2S1B,health status,pass,,Original,
1244.0,2025-04-25,B2S1A,pipes,pass,,Original,
1262.0,2025-04-25,B2S1B,pipes,pass,,Original,
,2025-04-26,B1S1,inrows,pass,Good condition maintained,Sample,88.0
,2025-04-26,B2S4,destumping,partial,Some improvement needed,Sample,16.0
,2025-04-26,B2S1B,inaccessibles,fail,Poor condition,Sample,48.0
,2025-04-27,B2S2,mowing,partial,Moderate condition,Sample,31.0
1281.0,2025-04-28,B1S1,pipes,pass,,Original,
1280.0,2025-04-28,B1S1,pipes,pass,,Original,
1279.0,2025-04-28,B1S1,staking,pass,,Original,
1278.0,2025-04-28,B1S1,pruning,pass,,Original,
1277.0,2025-04-28,B1S1,dead plants,pass,,Original,
1276.0,2025-04-28,B1S1,leaf colour,pass,,Original,
1275.0,2025-04-28,B1S1,plant growth,pass,,Original,
1273.0,2025-04-28,B1S1,soil nutrients,pass,,Original,
1272.0,2025-04-28,B1S1,inrows,pass,very clean.,Original,
1271.0,2025-04-28,B1S1,mowing,pass,,Original,
1270.0,2025-04-28,B1S1,basin formation,pass,,Original,
1269.0,2025-04-28,B1S1,basin weeds,pass,very smart,Original,
1268.0,2025-04-28,B1S1,diseases,pass,,Original,
1267.0,2025-04-28,B1S1,insect pests,fail,green vegetable bugs adults [4] and few nymphals found,Original,
1282.0,2025-04-28,B1S1,drippers,pass,,Original,
1274.0,2025-04-28,B1S1,soil moisture,pass,,Original,
1284.0,2025-04-28,B1S1,health status,pass,.,Original,
1285.0,2025-04-28,B1S2,insect pests,partial,green vegetable bugs nymphals found in few number.,Original,
1286.0,2025-04-28,B1S2,diseases,pass,,Original,
1302.0,2025-04-28,B1S2,health status,pass,,Original,
,2025-04-28,B1S1,Disease,pass,Disease-free zone,Sample,78.0
1299.0,2025-04-28,B1S2,pipes,pass,,Original,
1298.0,2025-04-28,B1S2,pipes,pass,,Original,
,2025-04-28,B1S1,inrows,pass,No intervention needed - South section,Sample,76.0
1297.0,2025-04-28,B1S2,staking,pass,,Original,
