1,date,section,metric,condition,notes
1149,03/04/2025,B2S1B,pruning,pass,
1150,03/04/2025,B2S1B,staking,pass,
1151,03/04/2025,B2S1B,pipes,pass,
1152,03/04/2025,B2S1B,pipes,pass,
1153,03/04/2025,B2S1B,drippers,pass,
1155,03/04/2025,B2S1B,health status,pass,
1157,23/04/2025,B1S1,insect pests,fail,5 green vegetable bugs adults and some nymphals found
1158,23/04/2025,B1S1,diseases,pass,
1159,23/04/2025,B1S1,basin weeds,pass,
1160,23/04/2025,B1S1,basin formation,pass,
1161,23/04/2025,B1S1,inrows,pass,due to herbiciding
1162,23/04/2025,B1S1,mowing,pass,very smart
1163,23/04/2025,B1S1,soil moisture,pass,
1164,23/04/2025,B1S1,soil nutrients,pass,
1165,23/04/2025,B1S1,dead plants,pass,
1166,23/04/2025,B1S1,pipes,pass,
1167,23/04/2025,B1S1,pipes,pass,
1168,23/04/2025,B1S1,drippers,pass,
1169,23/04/2025,B1S1,plant growth,pass,
1171,23/04/2025,B1S1,pruning,pass,
1172,23/04/2025,B1S1,staking,pass,
1173,23/04/2025,B1S1,leaf colour,pass,
1174,23/04/2025,B1S1,contours,fail,to be slashed for smart
1175,23/04/2025,B1S1,health status,pass,
1176,23/04/2025,B1S2,insect pests,fail,2green vegetable bug adults and some nymphs found
1177,23/04/2025,B1S2,diseases,pass,
1178,23/04/2025,B1S2,basin weeds,pass,
1179,23/04/2025,B1S2,basin formation,pass,
1180,23/04/2025,B1S2,inrows,pass,
1181,23/04/2025,B1S2,mowing,pass,
1182,23/04/2025,B1S2,soil moisture,pass,
1183,23/04/2025,B1S2,soil nutrients,pass,
1184,23/04/2025,B1S2,dead plants,pass,
1185,23/04/2025,B1S2,plant growth,pass,
1186,23/04/2025,B1S2,leaf colour,pass,
1187,23/04/2025,B1S2,pipes,pass,
1188,23/04/2025,B1S2,pipes,pass,
1189,23/04/2025,B1S2,drippers,pass,
1190,23/04/2025,B1S2,staking,pass,
1191,23/04/2025,B1S2,pruning,pass,
1193,23/04/2025,B1S2,contours,fail,
1194,23/04/2025,B1S2,health status,pass,
1195,24/04/2025,B2S7,insect pests,partial,some green vegetable bugs nymphals and 7 plants with felted coccid on few nuts
1196,24/04/2025,B2S7,diseases,pass,
1197,24/04/2025,B2S7,basin weeds,pass,
1198,24/04/2025,B2S7,basin formation,pass,
1199,24/04/2025,B2S7,mowing,pass,grass recoveries
1200,24/04/2025,B2S7,inrows,pass,
1201,24/04/2025,B2S7,soil moisture,pass,
1202,24/04/2025,B2S7,soil nutrients,pass,
1203,24/04/2025,B2S7,plant growth,pass,
1204,24/04/2025,B2S7,leaf colour,pass,
1205,24/04/2025,B2S7,dead plants,pass,
1206,24/04/2025,B2S7,pruning,pass,
1207,24/04/2025,B2S7,staking,pass,
1208,24/04/2025,B2S7,pipes,pass,
1209,24/04/2025,B2S7,pipes,pass,
1210,24/04/2025,B2S7,drippers,pass,
1212,24/04/2025,B2S7,health status,pass,
1213,24/04/2025,B2S6,insect pests,fail,"felted coccid affects most of the plants ,green vegetable bugs nymphs [10]"
1214,24/04/2025,B2S6,diseases,pass,
1215,24/04/2025,B2S6,basin weeds,partial,
1216,24/04/2025,B2S6,basin formation,pass,
1217,24/04/2025,B2S6,inrows,partial,
1218,24/04/2025,B2S6,mowing,partial,grass regrowth
1219,24/04/2025,B2S6,soil moisture,pass,
1220,24/04/2025,B2S6,soil nutrients,pass,
1221,24/04/2025,B2S6,plant growth,pass,
1222,24/04/2025,B2S6,leaf colour,pass,
1223,24/04/2025,B2S6,dead plants,pass,
1224,24/04/2025,B2S6,pruning,pass,
1225,24/04/2025,B2S6,staking,pass,
1226,24/04/2025,B2S6,pipes,pass,
1227,24/04/2025,B2S6,pipes,pass,
1228,24/04/2025,B2S6,drippers,partial,
1230,24/04/2025,B2S6,health status,pass,
1231,25/04/2025,B2S1A,insect pests,partial,green vegetable bug nymphals [4] and 1 nut borer moth.
1232,25/04/2025,B2S1A,diseases,pass,
1233,25/04/2025,B2S1A,basin weeds,partial,
1234,25/04/2025,B2S1A,basin formation,pass,
1235,25/04/2025,B2S1A,inrows,pass,was herbicided on 23/04/25
1236,25/04/2025,B2S1A,mowing,pass,
1237,25/04/2025,B2S1A,soil moisture,pass,
1238,25/04/2025,B2S1A,soil nutrients,pass,
1239,25/04/2025,B2S1A,plant growth,pass,
1240,25/04/2025,B2S1A,leaf colour,pass,
1241,25/04/2025,B2S1A,dead plants,pass,
1242,25/04/2025,B2S1A,pruning,pass,
1243,25/04/2025,B2S1A,staking,pass,
1244,25/04/2025,B2S1A,pipes,pass,
1245,25/04/2025,B2S1A,pipes,pass,
1246,25/04/2025,B2S1A,drippers,pass,
1248,25/04/2025,B2S1A,health status,pass,
1249,25/04/2025,B2S1B,insect pests,pass,
1250,25/04/2025,B2S1B,diseases,pass,
1251,25/04/2025,B2S1B,basin weeds,partial,
1252,25/04/2025,B2S1B,basin formation,pass,
1253,25/04/2025,B2S1B,mowing,pass,
1254,25/04/2025,B2S1B,inrows,partial,
1255,25/04/2025,B2S1B,soil nutrients,pass,
1256,25/04/2025,B2S1B,soil moisture,pass,
1257,25/04/2025,B2S1B,plant growth,pass,
1258,25/04/2025,B2S1B,leaf colour,pass,
1259,25/04/2025,B2S1B,dead plants,pass,
1260,25/04/2025,B2S1B,pruning,pass,
1261,25/04/2025,B2S1B,staking,pass,
1262,25/04/2025,B2S1B,pipes,pass,
1263,25/04/2025,B2S1B,pipes,pass,
1264,25/04/2025,B2S1B,drippers,pass,
1266,25/04/2025,B2S1B,health status,pass,
1267,28/04/2025,B1S1,insect pests,fail,green vegetable bugs adults [4] and few nymphals found
1268,28/04/2025,B1S1,diseases,pass,
1269,28/04/2025,B1S1,basin weeds,pass,very smart
1270,28/04/2025,B1S1,basin formation,pass,
1271,28/04/2025,B1S1,mowing,pass,
1272,28/04/2025,B1S1,inrows,pass,very clean.
1273,28/04/2025,B1S1,soil nutrients,pass,
1274,28/04/2025,B1S1,soil moisture,pass,
1275,28/04/2025,B1S1,plant growth,pass,
1276,28/04/2025,B1S1,leaf colour,pass,
1277,28/04/2025,B1S1,dead plants,pass,
1278,28/04/2025,B1S1,pruning,pass,
1279,28/04/2025,B1S1,staking,pass,
1280,28/04/2025,B1S1,pipes,pass,
1281,28/04/2025,B1S1,pipes,pass,
1282,28/04/2025,B1S1,drippers,pass,
1284,28/04/2025,B1S1,health status,pass,.
1285,28/04/2025,B1S2,insect pests,partial,green vegetable bugs nymphals found in few number.
1286,28/04/2025,B1S2,diseases,pass,
1287,28/04/2025,B1S2,basin weeds,pass,
1288,28/04/2025,B1S2,basin formation,pass,
1289,28/04/2025,B1S2,mowing,pass,
1290,28/04/2025,B1S2,inrows,pass,
1291,28/04/2025,B1S2,soil nutrients,pass,
1292,28/04/2025,B1S2,soil moisture,pass,
1293,28/04/2025,B1S2,plant growth,pass,
1294,28/04/2025,B1S2,leaf colour,pass,
1295,28/04/2025,B1S2,dead plants,pass,
1296,28/04/2025,B1S2,pruning,pass,
1297,28/04/2025,B1S2,staking,pass,
1298,28/04/2025,B1S2,pipes,pass,
1299,28/04/2025,B1S2,pipes,pass,
1300,28/04/2025,B1S2,drippers,pass,
1302,28/04/2025,B1S2,health status,pass,
1303,29/04/2025,B2S8,insect pests,pass,
1304,29/04/2025,B2S8,diseases,partial,
1305,29/04/2025,B2S8,basin weeds,fail,
1306,29/04/2025,B2S8,basin formation,pass,
1307,29/04/2025,B2S8,inrows,partial,herbicided grass need action for sure smart
1308,29/04/2025,B2S8,mowing,pass,
1309,29/04/2025,B2S8,soil moisture,pass,
1310,29/04/2025,B2S8,soil nutrients,partial,
1311,29/04/2025,B2S8,leaf colour,partial,
1312,29/04/2025,B2S8,plant growth,partial,
1313,29/04/2025,B2S8,dead plants,pass,
1314,29/04/2025,B2S8,pipes,pass,
1315,29/04/2025,B2S8,pipes,partial,
1316,29/04/2025,B2S8,drippers,pass,
1317,29/04/2025,B2S8,pruning,pass,
1318,29/04/2025,B2S8,staking,pass,
1320,29/04/2025,B2S8,destumping,pass,
1321,29/04/2025,B2S8,health status,partial,
1322,29/04/2025,B2S2,insect pests,pass,
1323,29/04/2025,B2S2,diseases,pass,
1324,29/04/2025,B2S2,basin weeds,pass,
1325,29/04/2025,B2S2,basin formation,pass,
1326,29/04/2025,B2S2,mowing,pass,
1327,29/04/2025,B2S2,inrows,pass,
1328,29/04/2025,B2S2,soil moisture,pass,
1329,29/04/2025,B2S2,soil nutrients,pass,
1330,29/04/2025,B2S2,leaf colour,partial,
1331,29/04/2025,B2S2,plant growth,partial,
1332,29/04/2025,B2S2,dead plants,pass,
1333,29/04/2025,B2S2,pipes,pass,
1334,29/04/2025,B2S2,pipes,partial,
1335,29/04/2025,B2S2,drippers,pass,
1336,29/04/2025,B2S2,pruning,pass,
1337,29/04/2025,B2S2,staking,pass,
1339,29/04/2025,B2S2,health status,partial,
1340,30/04/2025,B2S3,insect pests,pass,
1341,30/04/2025,B2S3,diseases,pass,
1342,30/04/2025,B2S3,basin weeds,pass,
1343,30/04/2025,B2S3,basin formation,pass,
1344,30/04/2025,B2S3,mowing,pass,inaccessibles inprogress
1345,30/04/2025,B2S3,inrows,pass,
1346,30/04/2025,B2S3,soil moisture,partial,
1347,30/04/2025,B2S3,soil nutrients,pass,
1348,30/04/2025,B2S3,leaf colour,pass,
1349,30/04/2025,B2S3,plant growth,pass,
1350,30/04/2025,B2S3,pruning,pass,
1351,30/04/2025,B2S3,staking,pass,
1352,30/04/2025,B2S3,pipes,pass,
1353,30/04/2025,B2S3,pipes,partial,
1354,30/04/2025,B2S3,drippers,pass,
1355,30/04/2025,B2S3,dead plants,pass,[1]
1357,30/04/2025,B2S3,health status,pass,
1358,30/04/2025,B2S4,insect pests,pass,
1359,30/04/2025,B2S4,diseases,pass,
1360,30/04/2025,B2S4,basin weeds,fail,
1361,30/04/2025,B2S4,basin formation,pass,
1362,30/04/2025,B2S4,mowing,pass,
1363,30/04/2025,B2S4,inrows,pass,
1364,30/04/2025,B2S4,soil nutrients,pass,
1365,30/04/2025,B2S4,soil moisture,partial,
1366,30/04/2025,B2S4,leaf colour,pass,
1367,30/04/2025,B2S4,plant growth,pass,
1368,30/04/2025,B2S4,dead plants,pass,
1369,30/04/2025,B2S4,pruning,pass,
1370,30/04/2025,B2S4,staking,pass,
1372,30/04/2025,B2S4,pipes,pass,
1373,30/04/2025,B2S4,pipes,pass,
1374,30/04/2025,B2S4,drippers,pass,
1375,30/04/2025,B2S4,health status,pass,
1376,30/04/2025,B2S4,destumping,partial,inprogress
1377,30/04/2025,B2S4,inaccessibles,fail,requires action
1378,30/04/2025,B2S5,insect pests,pass,
1379,30/04/2025,B2S5,diseases,pass,
1380,30/04/2025,B2S5,basin weeds,pass,
1381,30/04/2025,B2S5,basin formation,pass,
1382,30/04/2025,B2S5,mowing,pass,
1383,30/04/2025,B2S5,inrows,pass,
1384,30/04/2025,B2S5,soil nutrients,pass,
1385,30/04/2025,B2S5,leaf colour,pass,
1386,30/04/2025,B2S5,plant growth,pass,
1387,30/04/2025,B2S5,dead plants,pass,
1388,30/04/2025,B2S5,pruning,pass,
1389,30/04/2025,B2S5,staking,pass,
1391,30/04/2025,B2S5,pipes,pass,
1392,30/04/2025,B2S5,pipes,pass,
1393,30/04/2025,B2S5,drippers,pass,
1394,30/04/2025,B2S5,health status,pass,
1395,03/05/2025,B2S1A,insect pests,fail,1 green vegetable bug and its nymphals [5] found
1396,03/05/2025,B2S1A,diseases,pass,
1397,03/05/2025,B2S1A,basin weeds,partial,the herbicided weeds should be removed off for smart
1398,03/05/2025,B2S1A,basin formation,pass,
1399,03/05/2025,B2S1A,mowing,pass,
1400,03/05/2025,B2S1A,soil moisture,pass,
1401,03/05/2025,B2S1A,soil nutrients,pass,
1402,03/05/2025,B2S1A,inrows,partial,
1403,03/05/2025,B2S1A,leaf colour,pass,
1404,03/05/2025,B2S1A,plant growth,pass,
1405,03/05/2025,B2S1A,pruning,pass,’
1406,03/05/2025,B2S1A,staking,pass,
1407,03/05/2025,B2S1A,dead plants,pass,
1408,03/05/2025,B2S1A,pipes,pass,
1409,03/05/2025,B2S1A,pipes,pass,
1410,03/05/2025,B2S1A,drippers,pass,
1412,03/05/2025,B2S1A,health status,pass,
1413,03/05/2025,B2S8,insect pests,pass,
1414,03/05/2025,B2S8,diseases,partial,
1415,03/05/2025,B2S8,basin weeds,partial,
1416,03/05/2025,B2S8,basin formation,pass,
1417,03/05/2025,B2S8,mowing,pass,
1418,03/05/2025,B2S8,soil moisture,pass,
1419,03/05/2025,B2S8,soil nutrients,pass,
1420,03/05/2025,B2S8,inrows,pass,
1421,03/05/2025,B2S8,leaf colour,pass,
1422,03/05/2025,B2S8,plant growth,pass,
1423,03/05/2025,B2S8,pruning,pass,
1424,03/05/2025,B2S8,staking,pass,
1425,03/05/2025,B2S8,dead plants,pass,
1426,03/05/2025,B2S8,pipes,pass,
1427,03/05/2025,B2S8,pipes,partial,
1428,03/05/2025,B2S8,drippers,pass,
1430,03/05/2025,B2S8,health status,pass,
1431,20/05/2025,B2S1A,insect pests,partial,felted coccid on nuts
1432,20/05/2025,B2S1A,diseases,partial,branch blight and phytophthora root rot disease on 3 plants
1433,20/05/2025,B2S1A,basin weeds,pass,
1434,20/05/2025,B2S1A,basin formation,pass,
1435,20/05/2025,B2S1A,mowing,pass,
1436,20/05/2025,B2S1A,inrows,pass,
1437,20/05/2025,B2S1A,soil moisture,partial,
1438,20/05/2025,B2S1A,leaf colour,pass,
1439,20/05/2025,B2S1A,soil nutrients,pass,
1440,20/05/2025,B2S1A,plant growth,pass,
1441,20/05/2025,B2S1A,pruning,pass,
1442,20/05/2025,B2S1A,staking,pass,
1443,20/05/2025,B2S1A,pipes,pass,
1444,20/05/2025,B2S1A,pipes,pass,
1445,20/05/2025,B2S1A,drippers,pass,
1446,20/05/2025,B2S1A,dead plants,pass,
1447,20/05/2025,B2S1A,health status,partial,fungicide should be used to prevent
1449,20/05/2025,B2S1B,insect pests,pass,
1450,20/05/2025,B2S1B,diseases,pass,few plants with wounds and trunk canker
1451,20/05/2025,B2S1B,basin weeds,partial,weeds regrowth
1452,20/05/2025,B2S1B,basin formation,pass,
1453,20/05/2025,B2S1B,inrows,pass,"on slashing ,not herbiciding"
1454,20/05/2025,B2S1B,mowing,fail,
1455,20/05/2025,B2S1B,soil moisture,partial,
1456,20/05/2025,B2S1B,soil nutrients,pass,
1457,20/05/2025,B2S1B,leaf colour,pass,
1458,20/05/2025,B2S1B,plant growth,pass,
1459,20/05/2025,B2S1B,pipes,pass,
1460,20/05/2025,B2S1B,pipes,pass,
1461,20/05/2025,B2S1B,drippers,pass,
1462,20/05/2025,B2S1B,dead plants,pass,
1463,20/05/2025,B2S1B,pruning,pass,
1464,20/05/2025,B2S1B,staking,pass,
1465,20/05/2025,B2S1B,health status,pass,only few plant to be treated against trunk canker
1466,20/05/2025,B2S1B,flowering,partial,some plants start to flowering
1467,20/05/2025,B2S2,insect pests,partial,variegated stink bug nymph
1468,20/05/2025,B2S2,diseases,partial,fussarium branch blight on few young plants
1469,20/05/2025,B2S2,basin weeds,pass,weeds regrowth only
1470,20/05/2025,B2S2,basin formation,pass,
1471,20/05/2025,B2S2,mowing,pass,
1472,20/05/2025,B2S2,inrows,pass,
1473,20/05/2025,B2S2,soil moisture,partial,
1474,20/05/2025,B2S2,soil nutrients,partial,nitrogen defficiency on 4 plants
1475,20/05/2025,B2S2,plant growth,pass,
1476,20/05/2025,B2S2,leaf colour,partial,yellowish and brownish due to magnesium defficieny
1477,20/05/2025,B2S2,pipes,pass,
1478,20/05/2025,B2S2,pipes,partial,
1479,20/05/2025,B2S2,drippers,pass,
1480,20/05/2025,B2S2,dead plants,pass,
1481,20/05/2025,B2S2,pruning,pass,
1482,20/05/2025,B2S2,staking,pass,
1483,20/05/2025,B2S2,health status,partial,nutrients should be well balanced and also diseases prevention is now required
1484,15/05/2025,B2S5,insect pests,partial,green vegetable bug nymphs
1485,15/05/2025,B2S5,diseases,fail,fussarium blight caused by fussarium still boids and manultrition
1486,15/05/2025,B2S5,basin weeds,pass,suitable for manure application
1487,15/05/2025,B2S5,basin formation,pass,
1488,15/05/2025,B2S5,mowing,pass,
1489,15/05/2025,B2S5,inrows,partial,
1490,15/05/2025,B2S5,soil moisture,pass,
1491,15/05/2025,B2S5,leaf colour,partial,browining of leaf affected by fussarium
1492,15/05/2025,B2S5,soil nutrients,partial,compost application is required
1493,15/05/2025,B2S5,plant growth,partial,nutrition should be supplimented
1494,15/05/2025,B2S5,pruning,fail,
1495,15/05/2025,B2S5,staking,pass,
1496,15/05/2025,B2S5,pipes,pass,
1497,15/05/2025,B2S5,pipes,pass,
1498,15/05/2025,B2S5,drippers,pass,
1499,15/05/2025,B2S5,dead plants,pass,
1500,15/05/2025,B2S5,health status,partial,
1501,15/05/2025,B2S3,insect pests,partial,2 nymphal stink bugs
1502,15/05/2025,B2S3,diseases,partial,fussarium branch blight at the lower elevation
1503,15/05/2025,B2S3,basin weeds,pass,
1504,15/05/2025,B2S3,basin formation,pass,
1505,15/05/2025,B2S3,mowing,pass,
1506,15/05/2025,B2S3,inrows,pass,
1507,15/05/2025,B2S3,soil moisture,pass,
1508,15/05/2025,B2S3,leaf colour,pass,
1509,15/05/2025,B2S3,soil nutrients,pass,
1510,15/05/2025,B2S3,plant growth,pass,
1511,15/05/2025,B2S3,pruning,fail,
1512,15/05/2025,B2S3,staking,pass,
1513,15/05/2025,B2S3,pipes,pass,
1514,15/05/2025,B2S3,pipes,partial,
1515,15/05/2025,B2S3,drippers,pass,
1516,15/05/2025,B2S3,dead plants,partial,
1517,15/05/2025,B2S3,health status,partial,fussarium branch blight
1518,16/05/2025,B2S4,insect pests,pass,
1519,16/05/2025,B2S4,diseases,partial,fussarium branch blight
1520,16/05/2025,B2S4,basin weeds,fail,very dirty although pintoi was planted
1521,16/05/2025,B2S4,basin formation,pass,
1522,16/05/2025,B2S4,mowing,fail,
1523,16/05/2025,B2S4,inrows,partial,
1524,16/05/2025,B2S4,soil moisture,pass,
1525,16/05/2025,B2S4,leaf colour,partial,a calcium defficiency
1526,16/05/2025,B2S4,soil nutrients,partial,incompetition with weeds
1527,16/05/2025,B2S4,plant growth,partial,
1528,16/05/2025,B2S4,pruning,partial,
1529,16/05/2025,B2S4,staking,pass,
1530,16/05/2025,B2S4,pipes,pass,
1531,16/05/2025,B2S4,pipes,pass,
1532,16/05/2025,B2S4,drippers,pass,
1533,16/05/2025,B2S4,dead plants,pass,
1534,16/05/2025,B2S4,inaccessibles,fail,
1535,16/05/2025,B2S4,health status,partial,due to fussarium caused by food dehydration caused by weeds
1536,21/05/2025,B2S7,insect pests,fail,"2 green vegetable bugs ,their nymphs and some eggs"
1537,21/05/2025,B2S7,diseases,partial,"trunk canker on few plants ,wounds of harvesting damages"
1538,21/05/2025,B2S7,basin weeds,pass,
1539,21/05/2025,B2S7,basin formation,pass,
1540,21/05/2025,B2S7,inrows,pass,
1541,21/05/2025,B2S7,mowing,pass,
1542,21/05/2025,B2S7,soil moisture,fail,
1543,21/05/2025,B2S7,soil nutrients,pass,
1544,21/05/2025,B2S7,leaf colour,pass,
1545,21/05/2025,B2S7,plant growth,pass,
1546,21/05/2025,B2S7,pipes,pass,
1547,21/05/2025,B2S7,pipes,pass,
1548,21/05/2025,B2S7,drippers,pass,
1549,21/05/2025,B2S7,pruning,fail,
1550,21/05/2025,B2S7,staking,pass,
1551,21/05/2025,B2S7,dead plants,pass,
1552,21/05/2025,B2S7,flowering,partial,
1553,21/05/2025,B2S7,health status,partial,due to trunk canker and branches wounds which need action
1554,21/05/2025,B2S6,insect pests,fail,"2 coconut bug adults , black citrus aphids on new shoots , eggs"
1555,21/05/2025,B2S6,diseases,partial,"phytophthora root rot ,and wounds of harvesting"
1556,21/05/2025,B2S6,basin weeds,pass,
1557,21/05/2025,B2S6,basin formation,pass,
1558,21/05/2025,B2S6,inrows,pass,only 1 line which was skipped during herbiciding
1559,21/05/2025,B2S6,mowing,pass,
1560,21/05/2025,B2S6,soil moisture,partial,
1561,21/05/2025,B2S6,soil nutrients,pass,
1562,21/05/2025,B2S6,plant growth,pass,
1563,21/05/2025,B2S6,leaf colour,pass,
1564,21/05/2025,B2S6,pipes,pass,
1565,21/05/2025,B2S6,pipes,pass,
1566,21/05/2025,B2S6,drippers,partial,
1567,21/05/2025,B2S6,dead plants,pass,1 big tree died from phytophthora root disease
1568,21/05/2025,B2S6,pruning,fail,
1569,21/05/2025,B2S6,staking,pass,
1570,21/05/2025,B2S6,flowering,partial,
1571,21/05/2025,B2S6,health status,partial,
1572,22/05/2025,B1S1,insect pests,fail,some green vegetable bugs and latania scales to be controled immediately
1573,22/05/2025,B1S1,diseases,partial,few plants affected with phytophthora root rot
1574,22/05/2025,B1S1,basin weeds,pass,
1575,22/05/2025,B1S1,basin formation,pass,
1576,22/05/2025,B1S1,inrows,pass,
1577,22/05/2025,B1S1,mowing,pass,
1578,22/05/2025,B1S1,contours,fail,to be slashed
1579,22/05/2025,B1S1,pruning,fail,recommend prune before main flowering
1580,22/05/2025,B1S1,staking,pass,
1581,22/05/2025,B1S1,pipes,pass,
1582,22/05/2025,B1S1,pipes,pass,
1583,22/05/2025,B1S1,drippers,pass,
1584,22/05/2025,B1S1,soil moisture,partial,
1585,22/05/2025,B1S1,soil nutrients,pass,
1586,22/05/2025,B1S1,flowering,partial,some of the plants start to flower
1587,22/05/2025,B1S1,plant growth,pass,
1588,22/05/2025,B1S1,leaf colour,pass,
1589,22/05/2025,B1S1,dead plants,pass,
1590,22/05/2025,B1S1,remaining nuts,pass,very few
1591,22/05/2025,B1S1,health status,partial,due to root rot and wounds from harvest damages [branches]
1592,22/05/2025,B1S2,insect pests,fail,2 green vegetable bug adults found and some eggs
1593,22/05/2025,B1S2,diseases,partial,heavy wounds resulting from harvest
1594,22/05/2025,B1S2,basin weeds,pass,
1595,22/05/2025,B1S2,basin formation,pass,
1596,22/05/2025,B1S2,mowing,pass,
1597,22/05/2025,B1S2,inrows,pass,
1598,22/05/2025,B1S2,soil moisture,partial,
1599,22/05/2025,B1S2,soil nutrients,pass,
1600,22/05/2025,B1S2,contours,fail,to be slashed
1601,22/05/2025,B1S2,leaf colour,pass,
1602,22/05/2025,B1S2,plant growth,pass,
1603,22/05/2025,B1S2,pruning,fail,should be actioned before main flowering
1604,22/05/2025,B1S2,staking,pass,
1605,22/05/2025,B1S2,inaccessibles,fail,to be polished up by slashing
1606,22/05/2025,B1S2,pipes,pass,
1607,22/05/2025,B1S2,pipes,pass,
1608,22/05/2025,B1S2,drippers,pass,
1609,22/05/2025,B1S2,dead plants,pass,
1610,22/05/2025,B1S2,flowering,partial,
1611,22/05/2025,B1S2,remaining nuts,pass,very few nuts found in the
1612,22/05/2025,B1S2,health status,partial,due to heavily damages from harvest
1613,24/05/2025,B2S8,insect pests,fail,latania scales on leaves
1614,24/05/2025,B2S8,diseases,partial,trunk canker and magnesium defficiency including manganese toxicity
1615,24/05/2025,B2S8,basin weeds,partial,the herbicided grass should removed off for sure smart
1616,24/05/2025,B2S8,basin formation,pass,
1617,24/05/2025,B2S8,mowing,partial,grass recovering up
1618,24/05/2025,B2S8,inrows,pass,herbicided and slashing was done
1619,24/05/2025,B2S8,soil moisture,pass,
1620,24/05/2025,B2S8,soil nutrients,partial,magnesium and manganese toxicity to be well mantained
1621,24/05/2025,B2S8,leaf colour,partial,
1622,24/05/2025,B2S8,plant growth,partial,
1623,24/05/2025,B2S8,pruning,fail,to be actioned soon before flowering
1624,24/05/2025,B2S8,staking,pass,
1625,24/05/2025,B2S8,pipes,pass,
1626,24/05/2025,B2S8,pipes,partial,
1627,24/05/2025,B2S8,drippers,pass,
1628,24/05/2025,B2S8,flowering,partial,few plants start to flower
1629,24/05/2025,B2S8,remaining nuts,pass,
1630,24/05/2025,B2S8,health status,partial,trunk canker need action
1631,27/05/2025,B2S5,insect pests,partial,black citrus Aphids and felted coccid on leaves
1632,27/05/2025,B2S5,diseases,partial,phythophthora root rot lead to the death of big trees
1633,27/05/2025,B2S5,basin weeds,partial,weeds regrowth
1634,27/05/2025,B2S5,basin formation,pass,
1635,27/05/2025,B2S5,inrows,fail,to be slashed
1636,27/05/2025,B2S5,mowing,pass,
1637,27/05/2025,B2S5,soil moisture,partial,
1638,27/05/2025,B2S5,soil nutrients,partial,compost manure is required for nutritional acts
1639,27/05/2025,B2S5,plant growth,pass,
1640,27/05/2025,B2S5,leaf colour,pass,
1641,27/05/2025,B2S5,pruning,pass,
1642,27/05/2025,B2S5,staking,pass,1plant need action
1643,27/05/2025,B2S5,dead plants,partial,
1644,27/05/2025,B2S5,pipes,pass,
1645,27/05/2025,B2S5,pipes,pass,
1646,27/05/2025,B2S5,drippers,pass,
1647,27/05/2025,B2S5,flowering,partial,flowers starts
1648,27/05/2025,B2S5,health status,partial,soil nutrients and diseases should be well monitored for plant health
1649,27/05/2025,B2S3,insect pests,partial,black citrus Aphids on new shoots
1650,27/05/2025,B2S3,diseases,partial,fussarium branch blight on few plants
1651,27/05/2025,B2S3,basin weeds,pass,weeds regrowth only
1652,27/05/2025,B2S3,basin formation,pass,
1653,27/05/2025,B2S3,inrows,pass,grass recoveries
1654,27/05/2025,B2S3,mowing,pass,
1655,27/05/2025,B2S3,soil moisture,partial,
1656,27/05/2025,B2S3,leaf colour,pass,
1657,27/05/2025,B2S3,plant growth,pass,
1658,27/05/2025,B2S3,pruning,fail,to be actioned soon before main flowering
1659,27/05/2025,B2S3,staking,pass,
1660,27/05/2025,B2S3,pipes,pass,
1661,27/05/2025,B2S3,pipes,partial,
1662,27/05/2025,B2S3,drippers,pass,
1663,27/05/2025,B2S3,dead plants,partial,
1664,27/05/2025,B2S3,flowering,partial,
1665,27/05/2025,B2S3,health status,partial,due to branch blight
1666,28/05/2025,B2S4,insect pests,pass,
1667,28/05/2025,B2S4,diseases,partial,branch blight on few plants
1668,28/05/2025,B2S4,basin weeds,pass,very clean
1669,28/05/2025,B2S4,basin formation,pass,
1670,28/05/2025,B2S4,inrows,pass,
1671,28/05/2025,B2S4,mowing,pass,
1672,28/05/2025,B2S4,inaccessibles,fail,to be slashed
1674,28/05/2025,B2S4,plant growth,pass,
1675,28/05/2025,B2S4,leaf colour,pass,
1676,28/05/2025,B2S4,soil nutrients,pass,
1677,28/05/2025,B2S4,soil moisture,partial,
1678,28/05/2025,B2S4,staking,pass,
1679,28/05/2025,B2S4,pruning,partial,early tree training is required
1680,28/05/2025,B2S4,dead plants,pass,
1681,28/05/2025,B2S4,pipes,pass,
1682,28/05/2025,B2S4,pipes,pass,
1683,28/05/2025,B2S4,drippers,pass,
1684,28/05/2025,B2S4,flowering,fail,
1685,28/05/2025,B2S4,health status,partial,
1686,28/05/2025,B2S2,insect pests,fail,2 variegated stink bug found
1687,28/05/2025,B2S2,diseases,partial,branch blight on few plants
1688,28/05/2025,B2S2,basin weeds,pass,weeds regrowth
1689,28/05/2025,B2S2,basin formation,pass,
1690,28/05/2025,B2S2,inrows,pass,grass recoveries
1691,28/05/2025,B2S2,mowing,pass,
1692,28/05/2025,B2S2,soil nutrients,partial,3 plants with calcium defficiency
1693,28/05/2025,B2S2,leaf colour,partial,
1694,28/05/2025,B2S2,plant growth,pass,
1695,28/05/2025,B2S2,soil moisture,fail,
1696,28/05/2025,B2S2,pruning,partial,
1697,28/05/2025,B2S2,staking,pass,
1698,28/05/2025,B2S2,pipes,pass,
1699,28/05/2025,B2S2,pipes,partial,
1700,28/05/2025,B2S2,drippers,pass,
1701,28/05/2025,B2S2,flowering,partial,
1702,28/05/2025,B2S2,health status,pass,early prevention of branch blight
